Date,Key,GroceryAndPharmacy,TransitStations,Parks,Workplaces,RetailAndRecreation,Residential
2020-02-19,CM,0,0,-2,2,-5,1
2020-02-19,CO,-4,2,-5,8,-5,-1
2020-02-19,CR,-1,0,-2,19,-4,-2
2020-02-19,CV,-2,-4,-2,0,1,1
2020-02-19,CZ,2,0,15,-2,4,0
2020-02-19,DE,-1,3,13,-4,3,1
2020-02-19,DK,-1,-1,-1,-2,1,1
2020-02-19,DO,-2,0,6,1,0,1
2020-02-19,EC,0,1,4,-11,4,1
2020-02-19,EE,1,5,21,0,6,0
2020-02-19,EG,-1,0,-4,10,-5,0
2020-02-19,ES,1,5,14,3,1,-1
2020-02-19,FI,1,-9,31,-14,1,2
2020-02-19,FJ,0,1,0,9,2,0
2020-02-19,FR,-1,-4,28,-15,-2,2
2020-02-19,GA,-6,-5,-3,3,-6,1
2020-02-19,GB,-2,-5,5,-14,5,3
2020-02-19,GE,10,5,6,4,7,-1
2020-02-19,GH,-2,-5,-5,1,-3,1
2020-02-19,GR,2,4,8,4,8,-2
2020-02-19,GT,-2,-1,1,3,-2,0
2020-02-19,HK,-11,-28,-12,-12,-24,12
2020-02-19,HN,-1,-3,0,8,-4,-1
2020-02-19,HR,2,3,11,0,4,0
2020-02-19,HT,-8,-7,-9,-4,-7,3
2020-02-19,HU,2,4,14,2,4,0
2020-02-19,ID,-1,3,-1,1,-2,1
2020-02-19,IE,-1,-1,10,-11,7,2
2020-02-19,IL,1,0,7,1,2,0
2020-02-19,IN,3,4,4,4,1,0
2020-02-19,IQ,6,11,7,9,9,1
2020-02-19,IT,1,4,17,1,2,0
2020-02-19,JM,0,1,-6,1,-3,0
2020-02-19,JO,-2,-2,3,7,-4,0
2020-02-19,JP,4,-3,4,0,1,0
2020-02-19,KE,-1,4,2,1,2,0
2020-02-19,KG,10,2,-1,11,6,-2
2020-02-19,KH,-2,-21,0,6,-1,2
2020-02-19,KR,-3,-6,7,1,-7,2
2020-02-19,KW,3,7,5,7,2,-1
2020-02-19,KZ,1,0,0,7,2,0
2020-02-19,LA,0,-7,1,11,-2,1
2020-02-19,LB,4,8,9,1,5,-1
2020-02-19,LK,3,8,9,5,3,0
2020-02-19,LT,2,1,17,-15,2,2
2020-02-19,LU,-8,-12,-7,-23,-7,3
2020-02-19,LV,1,2,11,2,1,0
2020-02-19,LY,5,6,8,4,2,1
2020-02-19,MD,4,3,6,4,5,-1
2020-02-19,MK,1,0,-5,1,-3,0
2020-02-19,ML,-1,-1,0,4,0,1
2020-02-19,MM,1,0,-1,5,-1,2
2020-02-19,MN,13,-3,0,-5,-1,3
2020-02-19,MT,3,8,22,3,8,-1
2020-02-19,MU,-3,-4,33,-14,-2,-1
2020-02-19,MX,0,3,2,7,0,-1
2020-02-19,MY,-4,-5,-2,2,-2,1
2020-02-19,MZ,-7,-2,-4,13,-6,-3
2020-02-19,NA,-5,-8,0,6,-5,-1
2020-02-19,NE,4,0,7,3,3,0
2020-02-19,NG,-3,-1,0,0,-2,1
2020-02-19,NI,-3,1,-1,10,-2,0
2020-02-19,NL,-1,-3,-3,-6,1,1
2020-02-19,NO,-1,-8,1,-14,0,2
2020-02-19,NP,7,7,8,10,6,-1
2020-02-19,NZ,1,11,-3,18,1,-2
2020-02-19,OM,-6,-2,0,8,-6,0
2020-02-19,PA,7,4,0,4,6,-2
2020-02-19,PE,-1,2,-1,1,0,0
2020-02-19,PG,-4,-1,-8,10,-1,1
2020-02-19,PH,-2,-5,-5,6,-2,0
2020-02-19,PK,-4,-1,1,2,-3,0
2020-02-19,PL,1,2,22,1,7,0
2020-02-19,PR,0,-1,1,8,-2,-1
2020-02-19,PT,3,8,24,2,6,-1
2020-02-19,PY,-1,-3,0,13,-1,-1
2020-02-19,QA,-1,-2,8,3,-1,2
2020-02-19,RO,2,2,-6,3,1,-1
2020-02-19,RW,-5,2,5,3,-4,1
2020-02-19,SA,-4,-3,-2,3,-5,2
2020-02-19,SE,1,-5,2,-6,2,1
2020-02-19,SG,-13,-12,-9,-5,-14,7
2020-02-19,SI,1,-1,19,-11,4,0
2020-02-19,SK,0,1,31,-8,5,0
2020-02-19,SN,-3,-3,-2,1,-4,1
2020-02-19,SV,-1,3,-3,3,0,0
2020-02-19,TG,-3,-9,-12,-2,-9,1
2020-02-19,TH,-2,-4,-3,1,-4,1
2020-02-19,TJ,1,3,-1,17,3,-2
2020-02-19,TR,2,0,2,10,-1,-1
2020-02-19,TT,8,18,36,-2,10,-1
2020-02-19,TW,-4,-15,-3,2,-5,2
2020-02-19,TZ,0,1,-1,0,0,1
2020-02-19,UG,-4,-1,-2,7,-2,-1
2020-02-19,US,0,0,5,0,1,1
2020-02-19,US_AK,2,1,5,1,3,0
2020-02-19,US_AL,-5,0,-22,0,-6,3
2020-02-19,US_AR,0,1,6,2,2,0
2020-02-19,US_AZ,2,5,21,-1,5,0
2020-02-19,US_CA,0,1,12,0,2,0
2020-02-19,US_CO,1,0,-6,0,1,1
2020-02-19,US_CT,-1,3,4,1,2,0
2020-02-19,US_DE,1,6,-1,2,3,0
2020-02-19,US_FL,1,4,10,1,2,0
2020-02-19,US_GA,-7,0,-32,-4,-6,3
2020-02-19,US_HI,0,2,6,0,1,0
2020-02-19,US_IA,5,-2,0,1,-1,0
2020-02-19,US_ID,3,7,16,2,4,0
2020-02-19,US_IL,0,1,1,2,0,0
2020-02-19,US_IN,0,5,2,1,3,0
2020-02-19,US_KS,-6,-1,-2,0,-2,1
2020-02-19,US_KY,-1,2,-2,1,0,0
2020-02-19,US_LA,-1,2,-20,-1,1,2
2020-02-19,US_MA,-2,-2,-1,-9,3,2
2020-02-19,US_MD,0,0,-4,2,1,0
2020-02-19,US_ME,1,9,5,-9,8,2
2020-02-19,US_MI,-1,5,3,0,2,0
2020-02-19,US_MN,-2,1,-14,1,-2,1
2020-02-19,US_MO,0,3,0,3,2,0
2020-02-19,US_MS,-4,0,-18,-1,-4,3
2020-02-19,US_MT,1,5,4,2,6,-1
2020-02-19,US_NC,5,-6,-29,-5,-9,6
2020-02-19,US_ND,-2,6,6,1,4,0
2020-02-19,US_NE,-1,3,3,1,0,1
2020-02-19,US_NH,2,17,15,2,7,0
2020-02-19,US_NJ,-1,1,4,1,1,0
2020-02-19,US_NM,4,4,8,1,4,0
2020-02-19,US_NV,1,4,8,1,3,0
2020-02-19,US_NY,-3,-3,1,-9,2,2
2020-02-19,US_OH,0,2,3,2,2,0
2020-02-19,US_OK,0,3,-2,2,2,0
2020-02-19,US_OR,4,5,34,1,4,-1
2020-02-19,US_PA,-1,1,11,1,1,0
2020-02-19,US_RI,-4,1,8,-5,4,1
2020-02-19,US_SC,-4,-1,-27,-1,-6,4
2020-02-19,US_SD,3,6,6,1,0,0
2020-02-19,US_TN,-3,0,-15,0,-4,2
2020-02-19,US_TX,-2,-1,-13,1,-1,1
2020-02-19,US_UT,6,4,17,2,4,0
2020-02-19,US_VA,3,1,-5,1,-2,1
2020-02-19,US_VT,2,7,3,-1,7,1
2020-02-19,US_WA,3,5,54,-2,4,0
2020-02-19,US_WI,-1,0,-1,2,0,0
2020-02-19,US_WV,-3,2,1,1,2,0
2020-02-19,US_WY,4,5,3,1,4,0
2020-02-19,UY,-2,1,-13,6,-1,0
2020-02-19,VE,3,7,8,6,6,-2
2020-02-19,VN,-10,-14,-10,5,-12,3
2020-02-19,YE,0,1,3,6,3,1
2020-02-19,ZA,-7,1,-6,3,-6,0
2020-02-19,ZM,-14,-8,-4,2,-10,3
2020-02-19,ZW,8,-6,-2,2,7,-2
2020-02-20,AE,2,0,6,0,-2,1
2020-02-20,AF,9,6,3,6,0,0
2020-02-20,AG,1,-2,2,-8,-2,3
2020-02-20,AO,-1,0,2,4,-2,0
2020-02-20,AR,4,9,-9,9,3,-1
2020-02-20,AT,4,-2,8,-5,1,1
2020-02-20,AU,3,11,-1,15,3,-3
2020-02-20,AW,8,5,8,-14,7,1
2020-02-20,BA,4,7,7,12,2,-1
2020-02-20,BB,1,2,4,2,2,0
2020-02-20,BD,6,5,17,1,2,1
2020-02-20,BE,3,6,14,2,0,0
2020-02-20,BF,-1,1,-10,4,1,-1
2020-02-20,BG,3,6,-2,3,-1,-1
2020-02-20,BH,1,-3,-2,3,-4,1
2020-02-20,BJ,6,-3,0,1,0,0
2020-02-20,BO,6,8,0,14,-3,-1
2020-02-20,BR,10,11,1,13,2,-2
2020-02-20,BS,-1,8,5,-5,-1,1
2020-02-20,BW,10,9,0,10,9,-2
2020-02-20,BY,8,8,15,5,9,-1
2020-02-20,BZ,-1,3,9,1,1,0
2020-02-20,CA,0,-1,11,-2,2,1
2020-02-20,CH,-1,2,28,-6,-1,1
2020-02-20,CI,-1,2,7,-3,-1,2
2020-02-20,CL,5,-5,11,-7,-3,2
2020-02-20,CM,-1,-2,1,1,-4,1
2020-02-20,CO,-1,8,-6,12,-2,-1
2020-02-20,CR,0,1,-4,21,-5,-2
2020-02-20,CV,0,-6,0,-3,-1,0
2020-02-20,CZ,3,-1,6,-3,2,0
2020-02-20,DE,1,-1,14,-7,2,2
2020-02-20,DK,0,-1,13,-2,1,1
2020-02-20,DO,-2,1,7,1,-1,0
2020-02-20,EC,1,0,2,-13,1,2
2020-02-20,EE,2,3,-1,-1,2,1
2020-02-20,EG,5,7,12,6,5,2
2020-02-20,ES,2,6,20,2,1,-2
2020-02-20,FI,-1,-12,3,-15,1,3
2020-02-20,FJ,2,9,-1,11,2,0
2020-02-20,FR,-2,0,28,-15,-1,3
2020-02-20,GA,-10,-10,-11,1,-9,4
2020-02-20,GB,-1,-3,9,-15,5,3
2020-02-20,GE,17,7,13,11,10,-2
2020-02-20,GH,-5,-2,-4,3,-3,1
2020-02-20,GR,-4,1,-1,1,-3,0
2020-02-20,GT,-1,-3,0,4,-1,0
2020-02-20,HK,-6,-31,-14,-19,-24,17
2020-02-20,HN,0,-2,-3,10,-3,-2
2020-02-20,HR,4,5,14,0,3,0
2020-02-20,HT,-5,-4,-11,-4,-6,3
2020-02-20,HU,2,2,3,1,2,0
2020-02-20,ID,-2,2,-4,4,-2,1
2020-02-20,IE,-3,-1,0,-13,2,3
2020-02-20,IL,2,6,40,3,5,-1
2020-02-20,IN,0,-3,6,-16,-3,4
2020-02-20,IQ,12,13,15,11,14,0
2020-02-20,IT,1,5,19,0,2,-1
2020-02-20,JM,-4,-1,-4,2,-4,1
2020-02-20,JO,3,-5,26,2,2,-1
2020-02-20,JP,2,-2,6,0,-1,1
2020-02-20,KE,1,5,4,3,4,0
2020-02-20,KG,9,5,4,13,8,-3
2020-02-20,KH,-1,-21,2,5,0,2
2020-02-20,KR,-4,-9,-8,0,-14,5
2020-02-20,KW,7,2,19,4,4,0
2020-02-20,KZ,5,4,5,11,6,-2
2020-02-20,LA,2,-8,1,16,0,1
2020-02-20,LB,1,1,5,1,2,0
2020-02-20,LK,5,1,17,-15,3,6
2020-02-20,LT,1,-1,8,-15,-3,3
2020-02-20,LU,-3,-6,8,-23,-7,4
2020-02-20,LV,1,2,-2,1,4,0
2020-02-20,LY,4,8,6,3,3,1
2020-02-20,MD,1,0,3,4,-1,-1
2020-02-20,MK,5,4,2,16,2,-1
2020-02-20,ML,-3,-4,-2,4,4,1
2020-02-20,MM,0,-1,-2,7,-2,2
2020-02-20,MN,21,-1,-7,-6,3,4
2020-02-20,MT,6,12,35,1,10,-1
2020-02-20,MU,-27,-29,42,-57,-32,14
2020-02-20,MX,-2,4,-1,11,-1,-1
2020-02-20,MY,-5,-3,-3,5,-4,1
2020-02-20,MZ,-3,-2,-3,16,-5,-3
2020-02-20,NA,-4,-4,-6,11,-2,-2
2020-02-20,NE,2,2,-2,4,1,0
2020-02-20,NG,-4,-1,3,1,-1,1
2020-02-20,NI,0,2,2,13,1,-1
2020-02-20,NL,3,1,19,-9,7,0
2020-02-20,NO,-1,-5,10,-15,0,2
2020-02-20,NP,-1,-3,3,-29,-5,5
2020-02-20,NZ,0,11,-4,18,3,-2
2020-02-20,OM,-4,-2,4,0,-4,1
2020-02-20,PA,10,6,6,3,4,-1
2020-02-20,PE,-1,1,1,1,-1,0
2020-02-20,PG,5,-6,-6,11,5,0
2020-02-20,PH,-2,-6,-7,7,-2,1
2020-02-20,PK,-1,3,6,3,0,0
2020-02-20,PL,-2,-3,0,1,2,0
2020-02-20,PR,-1,-2,2,10,-2,-2
2020-02-20,PT,6,11,35,1,4,-2
2020-02-20,PY,-2,-6,-7,14,-3,-1
2020-02-20,QA,0,-2,11,2,-1,1
2020-02-20,RO,5,8,-6,20,4,-2
2020-02-20,RW,-3,9,4,3,0,0
2020-02-20,SA,-3,-11,3,-3,-6,2
2020-02-20,SE,0,-2,19,-7,5,1
2020-02-20,SG,-13,-12,-14,-1,-11,8
2020-02-20,SI,-1,1,24,-11,2,0
2020-02-20,SK,-1,-4,16,-9,-1,2
2020-02-20,SN,-2,-3,-4,3,-3,1
2020-02-20,SV,1,2,-4,7,0,-1
2020-02-20,TG,-1,-5,-5,0,-9,0
2020-02-20,TH,1,-5,-4,1,-4,2
2020-02-20,TJ,5,4,-1,17,5,-3
2020-02-20,TR,0,-3,-6,7,-4,0
2020-02-20,TT,14,19,34,-5,12,1
2020-02-20,TW,-1,-13,5,0,-4,4
2020-02-20,TZ,-7,-2,-3,-1,-2,1
2020-02-20,UG,-2,-1,-8,11,-2,-1
2020-02-20,US,-2,1,4,0,2,0
2020-02-20,US_AK,-1,5,1,5,0,0
2020-02-20,US_AL,-1,8,7,1,2,1
2020-02-20,US_AR,0,2,18,2,4,-1
2020-02-20,US_AZ,1,4,11,0,3,0
2020-02-20,US_CA,0,0,9,1,1,0
2020-02-20,US_CO,3,2,3,2,3,-1
2020-02-20,US_CT,-5,2,-2,1,1,1
2020-02-20,US_DE,-2,2,-10,2,1,0
2020-02-20,US_FL,-1,1,-10,1,0,1
2020-02-20,US_GA,-2,4,16,-3,1,1
2020-02-20,US_HI,-1,2,7,2,1,0
2020-02-20,US_IA,6,3,11,3,8,-2
2020-02-20,US_ID,2,7,21,3,4,-1
2020-02-20,US_IL,0,4,5,2,2,-1
2020-02-20,US_IN,-2,5,10,2,4,-1
2020-02-20,US_KS,-5,3,18,6,8,-3
2020-02-20,US_KY,2,3,10,2,2,0
2020-02-20,US_LA,5,14,8,-1,7,1
2020-02-20,US_MA,-5,-3,-8,-9,0,3
2020-02-20,US_MD,-3,-1,-4,3,0,0
2020-02-20,US_ME,-3,5,-1,-11,3,3
2020-02-20,US_MI,-4,8,4,0,-1,1
2020-02-20,US_MN,2,7,4,2,2,0
2020-02-20,US_MO,-2,8,20,16,9,-1
2020-02-20,US_MS,-1,8,0,0,1,0
2020-02-20,US_MT,1,4,3,2,4,-1
2020-02-20,US_NC,-12,-5,-15,-17,-8,8
2020-02-20,US_ND,-2,7,11,4,4,0
2020-02-20,US_NE,2,6,19,2,7,-1
2020-02-20,US_NH,-2,13,10,1,2,1
2020-02-20,US_NJ,-2,0,-2,2,0,1
2020-02-20,US_NM,5,3,1,4,3,-1
2020-02-20,US_NV,2,2,13,1,3,0
2020-02-20,US_NY,-5,-6,-7,-9,0,3
2020-02-20,US_OH,-2,6,17,3,2,0
2020-02-20,US_OK,-3,3,1,3,2,0
2020-02-20,US_OR,1,7,36,3,4,-1
2020-02-20,US_PA,-2,1,7,3,1,1
2020-02-20,US_RI,-6,-1,2,-3,3,2
2020-02-20,US_SC,-2,5,-10,-2,1,2
2020-02-20,US_SD,5,5,20,4,3,-1
2020-02-20,US_TN,-2,3,4,0,0,1
2020-02-20,US_TX,0,2,-3,3,1,-1
2020-02-20,US_UT,9,4,24,5,4,-1
2020-02-20,US_VA,-6,-1,-7,-4,-3,3
2020-02-20,US_VT,1,11,6,-3,5,1
2020-02-20,US_WA,-1,4,55,-1,3,-1
2020-02-20,US_WI,0,3,7,2,2,1
2020-02-20,US_WV,-6,-1,3,2,0,1
2020-02-20,US_WY,7,15,13,3,3,0
2020-02-20,UY,-2,-3,-26,7,-2,0
2020-02-20,VE,6,5,8,-4,8,0
2020-02-20,VN,-9,-12,-10,-3,-8,6
2020-02-20,YE,1,-1,3,4,0,2
2020-02-20,ZA,-6,4,-5,3,-3,-3
2020-02-20,ZM,-12,-10,1,6,-9,2
2020-02-20,ZW,-9,-30,-17,-50,-16,12
2020-02-21,AE,2,-2,4,3,-2,1
2020-02-21,AF,6,7,5,6,1,0
2020-02-21,AG,0,-4,6,3,-4,1
2020-02-21,AO,2,3,12,0,0,0
2020-02-21,AR,5,7,2,0,5,0
2020-02-21,AT,3,12,46,1,7,-1
2020-02-21,AU,4,9,8,5,5,-1
2020-02-21,AW,10,11,-2,-7,-1,0
2020-02-21,BA,4,5,25,2,5,-1
2020-02-21,BB,2,-3,2,0,3,0
2020-02-21,BD,4,6,11,7,2,1
2020-02-21,BE,1,2,2,-1,-3,0
2020-02-21,BF,-1,-5,-7,3,1,-1
2020-02-21,BG,0,4,-6,0,1,0
2020-02-21,BH,2,-3,-2,3,-4,1
2020-02-21,BJ,6,-1,5,0,1,0
2020-02-21,BO,7,7,6,-1,-1,0
2020-02-21,BR,7,7,10,-1,-2,0
2020-02-21,BS,-2,15,-5,-1,-1,1
2020-02-21,BW,7,-1,-2,10,10,-1
2020-02-21,BY,10,8,12,7,11,-2
2020-02-21,BZ,0,8,9,3,0,0
2020-02-21,CA,4,5,25,5,7,0
2020-02-21,CH,0,12,52,-2,0,-1
2020-02-21,CI,-4,-1,7,0,-3,1
2020-02-21,CL,5,-2,9,-3,-1,1
2020-02-21,CM,-5,-4,-1,0,-6,1
2020-02-21,CO,-2,3,-8,6,-2,0
2020-02-21,CR,1,-1,-2,6,-3,1
2020-02-21,CV,2,-4,-1,-7,0,0
2020-02-21,CZ,6,9,26,3,8,-2
2020-02-21,DE,-1,7,24,-3,0,0
2020-02-21,DK,-2,-3,-18,-3,-5,1
2020-02-21,DO,-1,0,4,2,0,0
2020-02-21,EC,0,-4,8,-9,-4,0
2020-02-21,EE,-4,-6,-27,0,-6,0
2020-02-21,EG,4,6,7,5,1,0
2020-02-21,ES,2,13,41,2,2,-2
2020-02-21,FI,-3,-8,-20,-6,-1,1
2020-02-21,FJ,-1,7,-1,6,0,2
2020-02-21,FR,-2,12,30,-7,-5,0
2020-02-21,GA,-9,-9,-15,2,-7,3
2020-02-21,GB,-2,-2,-4,-4,-2,1
2020-02-21,GE,10,7,9,6,7,-1
2020-02-21,GH,-3,-2,-2,2,-3,0
2020-02-21,GR,-5,-5,-11,1,-5,2
2020-02-21,GT,-3,0,-1,3,-1,-1
2020-02-21,HK,-2,-31,-6,-17,-23,13
2020-02-21,HN,-1,-3,-8,3,-5,1
2020-02-21,HR,4,4,33,2,8,-2
2020-02-21,HT,-3,-7,-6,-2,-6,1
2020-02-21,HU,2,10,31,3,7,-1
2020-02-21,ID,0,1,-5,5,0,0
2020-02-21,IE,0,-1,-4,-3,-2,1
2020-02-21,IL,-1,-2,-5,1,-1,0
2020-02-21,IN,-1,-3,4,-4,-2,2
2020-02-21,IQ,10,17,11,13,11,0
2020-02-21,IT,3,8,29,0,-1,-1
2020-02-21,JM,-4,-1,-5,3,-4,1
2020-02-21,JO,-3,-4,6,-2,-6,1
2020-02-21,JP,1,-3,-7,-1,-4,2
2020-02-21,KE,0,4,5,3,3,0
2020-02-21,KG,9,2,2,12,9,-2
2020-02-21,KH,0,-21,2,6,0,1
2020-02-21,KR,-5,-22,-29,-4,-25,8
2020-02-21,KW,6,4,20,4,5,0
2020-02-21,KZ,6,4,3,8,5,-1
2020-02-21,LA,4,-14,-1,6,0,2
2020-02-21,LB,-2,-6,-7,-1,-5,1
2020-02-21,LK,0,2,13,-3,0,2
2020-02-21,LT,-1,1,-9,-3,-6,0
2020-02-21,LU,-1,9,29,-7,-8,0
2020-02-21,LV,-2,-3,-23,0,-2,1
2020-02-21,LY,4,10,4,6,3,0
2020-02-21,MD,2,-2,2,3,0,-1
2020-02-21,MK,2,0,-5,4,0,0
2020-02-21,ML,-4,-5,-4,5,5,1
2020-02-21,MM,-3,-1,-2,2,0,2
2020-02-21,MN,32,4,-15,-6,7,2
2020-02-21,MT,3,11,56,0,8,-2
2020-02-21,MU,-5,-11,3,14,-6,4
2020-02-21,MX,0,4,6,5,0,0
2020-02-21,MY,-5,-1,2,3,-4,1
2020-02-21,MZ,3,-4,-5,4,2,-2
2020-02-21,NA,-3,-6,-1,5,-1,2
2020-02-21,NE,2,3,1,7,3,0
2020-02-21,NG,-3,-2,1,2,1,0
2020-02-21,NI,0,0,0,6,0,0
2020-02-21,NL,-1,8,1,-5,2,0
2020-02-21,NO,-1,1,10,-5,-2,0
2020-02-21,NP,5,0,0,-3,2,1
2020-02-21,NZ,3,2,-11,6,7,1
2020-02-21,OM,-4,-1,4,0,-3,1
2020-02-21,PA,8,-7,13,-11,-6,0
2020-02-21,PE,-1,4,3,0,1,0
2020-02-21,PG,5,-7,-5,8,9,0
2020-02-21,PH,0,-1,-2,7,1,1
2020-02-21,PK,1,3,7,3,1,0
2020-02-21,PL,-1,1,13,2,2,0
2020-02-21,PR,-2,-6,8,0,-1,-1
2020-02-21,PT,4,13,46,0,4,-3
2020-02-21,PY,2,-5,-7,6,-2,2
2020-02-21,QA,-1,-1,10,5,-1,1
2020-02-21,RO,-2,6,-4,8,3,-2
2020-02-21,RW,3,15,9,3,4,-2
2020-02-21,SA,-4,-9,-2,0,-9,2
2020-02-21,SE,-1,-2,-5,-4,1,1
2020-02-21,SG,-9,-15,-7,-2,-11,7
2020-02-21,SI,2,27,42,0,7,-3
2020-02-21,SK,2,8,27,1,5,-1
2020-02-21,SN,-3,-4,-3,2,-4,1
2020-02-21,SV,1,-2,-3,4,0,0
2020-02-21,TG,-27,-24,-12,-38,-30,13
2020-02-21,TH,0,-6,-11,4,-4,2
2020-02-21,TJ,5,5,-1,17,5,-3
2020-02-21,TR,1,-4,-9,8,-1,1
2020-02-21,TT,12,27,65,-4,8,0
2020-02-21,TW,0,-16,3,4,-7,3
2020-02-21,TZ,-7,-3,-4,1,-2,0
2020-02-21,UG,-1,-2,-4,8,2,1
2020-02-21,US,3,5,20,4,6,-1
2020-02-21,US_AK,2,4,11,4,4,-1
2020-02-21,US_AL,3,13,41,5,5,-1
2020-02-21,US_AR,2,2,18,3,3,0
2020-02-21,US_AZ,-4,-4,-34,-4,-1,2
2020-02-21,US_CA,0,-3,-1,1,0,1
2020-02-21,US_CO,6,5,4,4,3,-1
2020-02-21,US_CT,-2,9,63,3,8,-1
2020-02-21,US_DE,3,14,50,5,7,-1
2020-02-21,US_FL,0,2,5,1,2,0
2020-02-21,US_GA,0,4,44,3,4,-1
2020-02-21,US_HI,1,0,18,1,3,-1
2020-02-21,US_IA,13,3,46,4,10,-2
2020-02-21,US_ID,6,8,37,3,6,-1
2020-02-21,US_IL,8,9,49,6,9,-2
2020-02-21,US_IN,6,11,61,4,12,-2
2020-02-21,US_KS,0,5,51,5,6,-2
2020-02-21,US_KY,8,9,60,4,8,-2
2020-02-21,US_LA,8,38,25,0,9,-1
2020-02-21,US_MA,-3,4,41,0,5,-1
2020-02-21,US_MD,2,5,44,4,4,-1
2020-02-21,US_ME,-3,9,19,-2,6,0
2020-02-21,US_MI,2,16,49,7,8,-1
2020-02-21,US_MN,4,5,24,3,5,-1
2020-02-21,US_MO,8,8,57,8,7,-2
2020-02-21,US_MS,4,12,17,2,5,-1
2020-02-21,US_MT,5,5,5,1,8,-1
2020-02-21,US_NC,-6,3,24,-1,2,1
2020-02-21,US_ND,3,9,28,4,11,-2
2020-02-21,US_NE,6,8,65,1,11,-2
2020-02-21,US_NH,-3,25,35,3,3,-1
2020-02-21,US_NJ,1,5,50,4,6,-1
2020-02-21,US_NM,3,-1,-8,1,2,0
2020-02-21,US_NV,-2,-1,-9,-2,0,1
2020-02-21,US_NY,0,1,24,2,7,0
2020-02-21,US_OH,3,8,61,3,8,-1
2020-02-21,US_OK,1,3,9,3,3,0
2020-02-21,US_OR,2,8,67,3,6,-2
2020-02-21,US_PA,2,5,46,4,7,-1
2020-02-21,US_RI,-5,4,77,1,7,-1
2020-02-21,US_SC,0,7,23,3,5,0
2020-02-21,US_SD,8,3,32,3,6,-1
2020-02-21,US_TN,3,5,54,4,5,-1
2020-02-21,US_TX,1,3,11,3,3,-1
2020-02-21,US_UT,7,4,23,4,3,0
2020-02-21,US_VA,1,5,27,1,3,0
2020-02-21,US_VT,0,23,46,1,8,-1
2020-02-21,US_WA,0,8,45,0,4,-1
2020-02-21,US_WI,7,8,44,5,10,-1
2020-02-21,US_WV,-1,2,37,3,7,0
2020-02-21,US_WY,9,15,16,4,7,-1
2020-02-21,UY,0,-3,-13,2,1,0
2020-02-21,VE,7,9,11,5,8,-1
2020-02-21,VN,-4,-10,-11,-3,-7,7
2020-02-21,YE,4,4,1,7,4,1
2020-02-21,ZA,-7,-6,-16,2,-4,0
2020-02-21,ZM,-8,-9,1,6,-4,3
2020-02-21,ZW,-4,-20,-2,-11,-9,3
2020-02-22,AE,3,-1,3,4,-1,1
2020-02-22,AF,6,7,3,6,2,0
2020-02-22,AG,2,-7,13,0,0,0
2020-02-22,AO,2,-6,6,-5,-1,1
2020-02-22,AR,8,6,15,-2,12,0
2020-02-22,AT,20,7,12,2,5,-1
2020-02-22,AU,4,5,9,-1,4,0
2020-02-22,AW,-11,16,17,-7,11,-4
2020-02-22,BA,6,8,22,-1,4,-1
2020-02-22,BB,4,-4,4,0,8,0
2020-02-22,BD,4,5,8,10,4,0
2020-02-22,BE,-6,-1,-23,-4,-6,0
2020-02-22,BF,-1,-3,-11,0,2,-2
2020-02-22,BG,2,13,50,3,11,-2
2020-02-22,BH,-1,-5,-1,6,-4,0
2020-02-22,BJ,5,3,3,0,0,-1
2020-02-22,BO,6,-4,8,-4,-3,0
2020-02-22,BR,7,3,29,-3,3,1
2020-02-22,BS,-2,9,5,0,1,0
2020-02-22,BW,-1,0,-3,8,5,1
2020-02-22,BY,7,7,9,6,7,-2
2020-02-22,BZ,1,17,17,1,4,-1
2020-02-22,CA,6,5,35,5,9,-1
2020-02-22,CH,15,13,32,0,12,-1
2020-02-22,CI,0,4,6,0,0,0
2020-02-22,CL,4,0,-1,-2,-1,1
2020-02-22,CM,-7,-6,-5,-3,-9,1
2020-02-22,CO,-4,-4,-11,-1,-6,2
2020-02-22,CR,2,-2,-1,1,-4,1
2020-02-22,CV,4,-7,-2,-1,4,1
2020-02-22,CZ,4,3,-9,2,4,-1
2020-02-22,DE,7,3,-15,-3,0,0
2020-02-22,DK,-2,0,-11,0,0,0
2020-02-22,DO,-6,-3,-4,-3,-5,1
2020-02-22,EC,-2,-4,21,-6,1,-3
2020-02-22,EE,9,5,22,-1,9,-2
2020-02-22,EG,1,4,0,9,-4,-1
2020-02-22,ES,9,12,35,1,6,-3
2020-02-22,FI,5,0,23,-2,4,-1
2020-02-22,FJ,4,2,2,4,2,1
2020-02-22,FR,6,12,30,-2,6,-1
2020-02-22,GA,-9,-5,-18,2,-6,2
2020-02-22,GB,-2,2,-5,-1,-1,0
2020-02-22,GE,9,5,5,7,6,-1
2020-02-22,GH,-3,-4,-4,2,-3,1
2020-02-22,GR,5,4,16,4,5,0
2020-02-22,GT,-2,1,1,1,0,0
2020-02-22,HK,-3,-31,-6,-17,-24,12
2020-02-22,HN,-1,-6,-7,1,-5,1
2020-02-22,HR,5,12,21,2,9,-2
2020-02-22,HT,-19,-15,-10,-3,-15,3
2020-02-22,HU,6,13,25,2,11,-2
2020-02-22,ID,-1,-3,-5,4,-2,1
2020-02-22,IE,-2,1,0,0,-3,0
2020-02-22,IL,0,0,5,1,0,0
2020-02-22,IN,-1,-1,1,2,-2,1
2020-02-22,IQ,11,14,9,13,11,0
