date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-17,US_NY_36085,-23.61,,,,,,,,
2020-05-17,US_NY_36087,-15.38,,,,,,,,
2020-05-17,US_NY_36089,0.32,,,,,,,,
2020-05-17,US_NY_36091,6.39,,,,,,,,
2020-05-17,US_NY_36093,-8.02,,,,,,,,
2020-05-17,US_NY_36095,30.03,,,,,,,,
2020-05-17,US_NY_36097,56.23,,,,,,,,
2020-05-17,US_NY_36099,2.15,,,,,,,,
2020-05-17,US_NY_36101,3.63,,,,,,,,
2020-05-17,US_NY_36103,-9.65,,,,,,,,
2020-05-17,US_NY_36105,31.89,,,,,,,,
2020-05-17,US_NY_36107,1.92,,,,,,,,
2020-05-17,US_NY_36109,-8.04,,,,,,,,
2020-05-17,US_NY_36111,7.41,,,,,,,,
2020-05-17,US_NY_36113,22.4,,,,,,,,
2020-05-17,US_NY_36115,30.09,,,,,,,,
2020-05-17,US_NY_36117,12.52,,,,,,,,
2020-05-17,US_NY_36119,-24.86,,,,,,,,
2020-05-17,US_NY_36121,30.34,,,,,,,,
2020-05-17,US_NY_36123,57.08,,,,,,,,
2020-05-17,US_OH,-1.38,,,,,,,,
2020-05-17,US_OH_39001,20.09,,,,,,,,
2020-05-17,US_OH_39003,-3.33,,,,,,,,
2020-05-17,US_OH_39005,21.06,,,,,,,,
2020-05-17,US_OH_39007,29.41,,,,,,,,
2020-05-17,US_OH_39009,-26.3,,,,,,,,
2020-05-17,US_OH_39011,10.63,,,,,,,,
2020-05-17,US_OH_39013,4.05,,,,,,,,
2020-05-17,US_OH_39015,33.79,,,,,,,,
2020-05-17,US_OH_39017,3.36,,,,,,,,
2020-05-17,US_OH_39019,13.92,,,,,,,,
2020-05-17,US_OH_39021,1.49,,,,,,,,
2020-05-17,US_OH_39023,9.56,,,,,,,,
2020-05-17,US_OH_39025,6.42,,,,,,,,
2020-05-17,US_OH_39027,12.55,,,,,,,,
2020-05-17,US_OH_39029,9.69,,,,,,,,
2020-05-17,US_OH_39031,-3.09,,,,,,,,
2020-05-17,US_OH_39033,2.28,,,,,,,,
2020-05-17,US_OH_39035,-10.58,,,,,,,,
2020-05-17,US_OH_39037,-4.75,,,,,,,,
2020-05-17,US_OH_39039,1.9,,,,,,,,
2020-05-17,US_OH_39041,7.98,,,,,,,,
2020-05-17,US_OH_39043,14.58,,,,,,,,
2020-05-17,US_OH_39045,21.15,,,,,,,,
2020-05-17,US_OH_39047,20.86,,,,,,,,
2020-05-17,US_OH_39049,-8.18,,,,,,,,
2020-05-17,US_OH_39051,9.48,,,,,,,,
2020-05-17,US_OH_39053,16.45,,,,,,,,
2020-05-17,US_OH_39055,-3.49,,,,,,,,
2020-05-17,US_OH_39057,3.85,,,,,,,,
2020-05-17,US_OH_39059,25.81,,,,,,,,
2020-05-17,US_OH_39061,-14.14,,,,,,,,
2020-05-17,US_OH_39063,-0.26,,,,,,,,
2020-05-17,US_OH_39065,-7.31,,,,,,,,
2020-05-17,US_OH_39069,-1.06,,,,,,,,
2020-05-17,US_OH_39071,38.98,,,,,,,,
2020-05-17,US_OH_39073,103.79,,,,,,,,
2020-05-17,US_OH_39075,-33.8,,,,,,,,
2020-05-17,US_OH_39077,4.32,,,,,,,,
2020-05-17,US_OH_39079,29.41,,,,,,,,
2020-05-17,US_OH_39081,-1.15,,,,,,,,
2020-05-17,US_OH_39083,16.03,,,,,,,,
2020-05-17,US_OH_39085,11.76,,,,,,,,
2020-05-17,US_OH_39087,29.47,,,,,,,,
2020-05-17,US_OH_39089,1.97,,,,,,,,
2020-05-17,US_OH_39091,26.02,,,,,,,,
2020-05-17,US_OH_39093,18.04,,,,,,,,
2020-05-17,US_OH_39095,-1.63,,,,,,,,
2020-05-17,US_OH_39097,8.19,,,,,,,,
2020-05-17,US_OH_39099,1.4,,,,,,,,
2020-05-17,US_OH_39101,18.92,,,,,,,,
2020-05-17,US_OH_39103,7.05,,,,,,,,
2020-05-17,US_OH_39105,23.61,,,,,,,,
2020-05-17,US_OH_39107,6.21,,,,,,,,
2020-05-17,US_OH_39109,1.7,,,,,,,,
2020-05-17,US_OH_39113,5.25,,,,,,,,
2020-05-17,US_OH_39117,34.63,,,,,,,,
2020-05-17,US_OH_39119,7.03,,,,,,,,
2020-05-17,US_OH_39123,73.48,,,,,,,,
2020-05-17,US_OH_39125,-7.92,,,,,,,,
2020-05-17,US_OH_39127,25.13,,,,,,,,
2020-05-17,US_OH_39129,12.43,,,,,,,,
2020-05-17,US_OH_39131,17.35,,,,,,,,
2020-05-17,US_OH_39133,-9.53,,,,,,,,
2020-05-17,US_OH_39135,51.13,,,,,,,,
2020-05-17,US_OH_39137,-4.53,,,,,,,,
2020-05-17,US_OH_39139,12.01,,,,,,,,
2020-05-17,US_OH_39141,22.66,,,,,,,,
2020-05-17,US_OH_39143,-2.87,,,,,,,,
2020-05-17,US_OH_39145,12.88,,,,,,,,
2020-05-17,US_OH_39147,0.86,,,,,,,,
2020-05-17,US_OH_39149,-4.78,,,,,,,,
2020-05-17,US_OH_39151,6.24,,,,,,,,
2020-05-17,US_OH_39153,-3.64,,,,,,,,
2020-05-17,US_OH_39155,13.49,,,,,,,,
2020-05-17,US_OH_39157,16.78,,,,,,,,
2020-05-17,US_OH_39159,1.73,,,,,,,,
2020-05-17,US_OH_39161,11.69,,,,,,,,
2020-05-17,US_OH_39165,2.25,,,,,,,,
2020-05-17,US_OH_39167,-0.03,,,,,,,,
2020-05-17,US_OH_39169,-14.76,,,,,,,,
2020-05-17,US_OH_39171,18.94,,,,,,,,
2020-05-17,US_OH_39173,-0.01,,,,,,,,
2020-05-17,US_OH_39175,7.83,,,,,,,,
2020-05-17,US_OK,5.18,,,,,,,,
2020-05-17,US_OK_40005,51.68,,,,,,,,
2020-05-17,US_OK_40009,20.01,,,,,,,,
2020-05-17,US_OK_40011,20.69,,,,,,,,
2020-05-17,US_OK_40013,-2.8,,,,,,,,
2020-05-17,US_OK_40015,50.19,,,,,,,,
2020-05-17,US_OK_40017,14.98,,,,,,,,
2020-05-17,US_OK_40019,32.44,,,,,,,,
2020-05-17,US_OK_40021,27.99,,,,,,,,
2020-05-17,US_OK_40027,-5.7,,,,,,,,
2020-05-17,US_OK_40031,34.98,,,,,,,,
2020-05-17,US_OK_40035,32.86,,,,,,,,
2020-05-17,US_OK_40037,18.05,,,,,,,,
2020-05-17,US_OK_40039,4.61,,,,,,,,
2020-05-17,US_OK_40041,108.19,,,,,,,,
2020-05-17,US_OK_40047,3.5,,,,,,,,
2020-05-17,US_OK_40049,35.85,,,,,,,,
2020-05-17,US_OK_40051,-10.06,,,,,,,,
2020-05-17,US_OK_40065,8.55,,,,,,,,
2020-05-17,US_OK_40069,-10.85,,,,,,,,
2020-05-17,US_OK_40071,14.73,,,,,,,,
2020-05-17,US_OK_40073,-19.83,,,,,,,,
2020-05-17,US_OK_40079,18.37,,,,,,,,
2020-05-17,US_OK_40081,33.1,,,,,,,,
2020-05-17,US_OK_40083,8.76,,,,,,,,
2020-05-17,US_OK_40085,29.62,,,,,,,,
2020-05-17,US_OK_40087,21.09,,,,,,,,
2020-05-17,US_OK_40089,227.39,,,,,,,,
2020-05-17,US_OK_40091,70.45,,,,,,,,
2020-05-17,US_OK_40095,92.54,,,,,,,,
2020-05-17,US_OK_40097,40.47,,,,,,,,
2020-05-17,US_OK_40099,129.34,,,,,,,,
2020-05-17,US_OK_40101,15.95,,,,,,,,
2020-05-17,US_OK_40103,22.36,,,,,,,,
2020-05-17,US_OK_40109,-5.97,,,,,,,,
2020-05-17,US_OK_40111,15.19,,,,,,,,
2020-05-17,US_OK_40113,59.34,,,,,,,,
2020-05-17,US_OK_40115,22.87,,,,,,,,
2020-05-17,US_OK_40117,44,,,,,,,,
2020-05-17,US_OK_40119,-33.07,,,,,,,,
2020-05-17,US_OK_40121,28.68,,,,,,,,
2020-05-17,US_OK_40123,-7.02,,,,,,,,
2020-05-17,US_OK_40125,22.16,,,,,,,,
2020-05-17,US_OK_40131,15.85,,,,,,,,
2020-05-17,US_OK_40133,12.61,,,,,,,,
2020-05-17,US_OK_40135,27.24,,,,,,,,
2020-05-17,US_OK_40137,-6.4,,,,,,,,
2020-05-17,US_OK_40139,8.25,,,,,,,,
2020-05-17,US_OK_40143,-1.17,,,,,,,,
2020-05-17,US_OK_40145,31.93,,,,,,,,
2020-05-17,US_OK_40147,13.69,,,,,,,,
2020-05-17,US_OK_40149,8.24,,,,,,,,
2020-05-17,US_OK_40153,5.04,,,,,,,,
2020-05-17,US_OR,-17.99,,,,,,,,
2020-05-17,US_OR_41003,-23.94,,,,,,,,
2020-05-17,US_OR_41005,-23.59,,,,,,,,
2020-05-17,US_OR_41007,28.74,,,,,,,,
2020-05-17,US_OR_41009,25.55,,,,,,,,
2020-05-17,US_OR_41011,11.82,,,,,,,,
2020-05-17,US_OR_41013,58.74,,,,,,,,
2020-05-17,US_OR_41015,15.24,,,,,,,,
2020-05-17,US_OR_41017,16.39,,,,,,,,
2020-05-17,US_OR_41019,55.27,,,,,,,,
2020-05-17,US_OR_41027,47.35,,,,,,,,
2020-05-17,US_OR_41029,8.19,,,,,,,,
2020-05-17,US_OR_41031,66.67,,,,,,,,
2020-05-17,US_OR_41033,37.48,,,,,,,,
2020-05-17,US_OR_41035,51.93,,,,,,,,
2020-05-17,US_OR_41039,-8,,,,,,,,
2020-05-17,US_OR_41041,29.94,,,,,,,,
2020-05-17,US_OR_41043,1.53,,,,,,,,
2020-05-17,US_OR_41045,86.96,,,,,,,,
2020-05-17,US_OR_41047,-9.28,,,,,,,,
2020-05-17,US_OR_41051,-35.59,,,,,,,,
2020-05-17,US_OR_41053,10.12,,,,,,,,
2020-05-17,US_OR_41057,119.34,,,,,,,,
2020-05-17,US_OR_41059,39.21,,,,,,,,
2020-05-17,US_OR_41061,63.38,,,,,,,,
2020-05-17,US_OR_41065,44.61,,,,,,,,
2020-05-17,US_OR_41067,-30.46,,,,,,,,
2020-05-17,US_OR_41071,8.59,,,,,,,,
2020-05-17,US_PA,-16.13,,,,,,,,
2020-05-17,US_PA_42001,5.81,,,,,,,,
2020-05-17,US_PA_42003,-23.2,,,,,,,,
2020-05-17,US_PA_42005,22.06,,,,,,,,
2020-05-17,US_PA_42007,-9.36,,,,,,,,
2020-05-17,US_PA_42009,23.52,,,,,,,,
2020-05-17,US_PA_42011,-6.73,,,,,,,,
2020-05-17,US_PA_42013,-5.42,,,,,,,,
2020-05-17,US_PA_42015,8.01,,,,,,,,
2020-05-17,US_PA_42017,-9.85,,,,,,,,
2020-05-17,US_PA_42019,-6.46,,,,,,,,
2020-05-17,US_PA_42021,-3.84,,,,,,,,
2020-05-17,US_PA_42025,19.88,,,,,,,,
2020-05-17,US_PA_42027,-61.25,,,,,,,,
2020-05-17,US_PA_42029,-23.01,,,,,,,,
2020-05-17,US_PA_42031,15.01,,,,,,,,
2020-05-17,US_PA_42033,19.35,,,,,,,,
2020-05-17,US_PA_42035,12.26,,,,,,,,
2020-05-17,US_PA_42037,12.12,,,,,,,,
2020-05-17,US_PA_42039,25.69,,,,,,,,
2020-05-17,US_PA_42041,-15.57,,,,,,,,
2020-05-17,US_PA_42043,-22.33,,,,,,,,
2020-05-17,US_PA_42045,-26.28,,,,,,,,
2020-05-17,US_PA_42047,31.79,,,,,,,,
2020-05-17,US_PA_42049,-2.64,,,,,,,,
2020-05-17,US_PA_42051,27.66,,,,,,,,
2020-05-17,US_PA_42055,-5.12,,,,,,,,
2020-05-17,US_PA_42057,20.75,,,,,,,,
2020-05-17,US_PA_42059,-1.45,,,,,,,,
2020-05-17,US_PA_42061,51.52,,,,,,,,
2020-05-17,US_PA_42063,-4.24,,,,,,,,
2020-05-17,US_PA_42065,27.15,,,,,,,,
2020-05-17,US_PA_42067,13.25,,,,,,,,
2020-05-17,US_PA_42069,5.23,,,,,,,,
2020-05-17,US_PA_42071,-18.68,,,,,,,,
2020-05-17,US_PA_42073,3.33,,,,,,,,
2020-05-17,US_PA_42075,-2.29,,,,,,,,
2020-05-17,US_PA_42077,-16.05,,,,,,,,
2020-05-17,US_PA_42079,0.81,,,,,,,,
2020-05-17,US_PA_42081,-5.13,,,,,,,,
2020-05-17,US_PA_42083,12.2,,,,,,,,
2020-05-17,US_PA_42085,12.78,,,,,,,,
2020-05-17,US_PA_42087,3.75,,,,,,,,
2020-05-17,US_PA_42089,3.85,,,,,,,,
2020-05-17,US_PA_42091,-31.18,,,,,,,,
2020-05-17,US_PA_42093,-18.64,,,,,,,,
2020-05-17,US_PA_42095,-11.13,,,,,,,,
2020-05-17,US_PA_42097,7.8,,,,,,,,
2020-05-17,US_PA_42099,36.72,,,,,,,,
2020-05-17,US_PA_42101,-21.7,,,,,,,,
2020-05-17,US_PA_42103,59.06,,,,,,,,
2020-05-17,US_PA_42107,15.63,,,,,,,,
2020-05-17,US_PA_42109,10.01,,,,,,,,
2020-05-17,US_PA_42111,23.76,,,,,,,,
2020-05-17,US_PA_42115,19.15,,,,,,,,
2020-05-17,US_PA_42117,37.91,,,,,,,,
2020-05-17,US_PA_42119,-2.67,,,,,,,,
2020-05-17,US_PA_42121,17.54,,,,,,,,
2020-05-17,US_PA_42123,24.68,,,,,,,,
2020-05-17,US_PA_42125,-7.84,,,,,,,,
2020-05-17,US_PA_42127,43.77,,,,,,,,
2020-05-17,US_PA_42129,3.52,,,,,,,,
2020-05-17,US_PA_42131,25.87,,,,,,,,
2020-05-17,US_PA_42133,-5.04,,,,,,,,
2020-05-17,US_PR,-49.94,,,,,,,,
2020-05-17,US_PR_72005,-32.31,,,,,,,,
2020-05-17,US_PR_72013,-26.27,,,,,,,,
2020-05-17,US_PR_72021,-56.48,,,,,,,,
2020-05-17,US_PR_72025,-63.56,,,,,,,,
2020-05-17,US_PR_72031,-59.84,,,,,,,,
2020-05-17,US_PR_72051,-33.79,,,,,,,,
2020-05-17,US_PR_72061,-64.81,,,,,,,,
2020-05-17,US_PR_72063,-48.06,,,,,,,,
2020-05-17,US_PR_72069,-39.73,,,,,,,,
2020-05-17,US_PR_72097,-52.34,,,,,,,,
2020-05-17,US_PR_72113,-70.2,,,,,,,,
2020-05-17,US_PR_72119,-44.4,,,,,,,,
2020-05-17,US_PR_72127,-68.63,,,,,,,,
2020-05-17,US_PR_72137,-34.79,,,,,,,,
2020-05-17,US_PR_72139,-40.04,,,,,,,,
2020-05-17,US_RI,-6.86,,,,,,,,
2020-05-17,US_RI_44001,-4.62,,,,,,,,
2020-05-17,US_RI_44003,-6.98,,,,,,,,
2020-05-17,US_RI_44005,20.38,,,,,,,,
2020-05-17,US_RI_44007,-14.4,,,,,,,,
2020-05-17,US_RI_44009,28.47,,,,,,,,
2020-05-17,US_SC,21.39,,,,,,,,
2020-05-17,US_SC_45001,58.49,,,,,,,,
2020-05-17,US_SC_45003,18.72,,,,,,,,
2020-05-17,US_SC_45007,22.59,,,,,,,,
2020-05-17,US_SC_45011,10.11,,,,,,,,
2020-05-17,US_SC_45013,67.51,,,,,,,,
2020-05-17,US_SC_45015,0.4,,,,,,,,
2020-05-17,US_SC_45017,52.4,,,,,,,,
2020-05-17,US_SC_45019,-0.1,,,,,,,,
2020-05-17,US_SC_45021,18.17,,,,,,,,
2020-05-17,US_SC_45023,44.06,,,,,,,,
2020-05-17,US_SC_45025,44.87,,,,,,,,
2020-05-17,US_SC_45027,54.92,,,,,,,,
2020-05-17,US_SC_45029,58.47,,,,,,,,
2020-05-17,US_SC_45031,59.34,,,,,,,,
2020-05-17,US_SC_45033,75.4,,,,,,,,
2020-05-17,US_SC_45035,9.84,,,,,,,,
2020-05-17,US_SC_45037,24.09,,,,,,,,
2020-05-17,US_SC_45039,55.08,,,,,,,,
2020-05-17,US_SC_45041,15.25,,,,,,,,
2020-05-17,US_SC_45043,63.92,,,,,,,,
2020-05-17,US_SC_45045,-2.05,,,,,,,,
2020-05-17,US_SC_45047,0.55,,,,,,,,
2020-05-17,US_SC_45049,40.31,,,,,,,,
2020-05-17,US_SC_45051,182.32,,,,,,,,
2020-05-17,US_SC_45053,40.29,,,,,,,,
2020-05-17,US_SC_45055,10.65,,,,,,,,
2020-05-17,US_SC_45057,2.71,,,,,,,,
2020-05-17,US_SC_45059,42.31,,,,,,,,
2020-05-17,US_SC_45061,73.4,,,,,,,,
2020-05-17,US_SC_45063,4.07,,,,,,,,
2020-05-17,US_SC_45067,180.86,,,,,,,,
2020-05-17,US_SC_45069,127.83,,,,,,,,
2020-05-17,US_SC_45071,61.64,,,,,,,,
2020-05-17,US_SC_45073,91.67,,,,,,,,
2020-05-17,US_SC_45075,27.43,,,,,,,,
2020-05-17,US_SC_45077,-5.09,,,,,,,,
2020-05-17,US_SC_45079,-11.22,,,,,,,,
2020-05-17,US_SC_45081,20.03,,,,,,,,
2020-05-17,US_SC_45083,2.9,,,,,,,,
2020-05-17,US_SC_45085,8.3,,,,,,,,
2020-05-17,US_SC_45087,20.38,,,,,,,,
2020-05-17,US_SC_45089,20.89,,,,,,,,
2020-05-17,US_SC_45091,5.03,,,,,,,,
2020-05-17,US_SD,47.31,,,,,,,,
2020-05-17,US_SD_46011,-7.7,,,,,,,,
2020-05-17,US_SD_46013,1.36,,,,,,,,
2020-05-17,US_SD_46027,-7.38,,,,,,,,
2020-05-17,US_SD_46029,29.77,,,,,,,,
2020-05-17,US_SD_46035,73.41,,,,,,,,
2020-05-17,US_SD_46081,144.25,,,,,,,,
2020-05-17,US_SD_46083,13.45,,,,,,,,
2020-05-17,US_SD_46093,77.21,,,,,,,,
2020-05-17,US_SD_46099,17.75,,,,,,,,
2020-05-17,US_SD_46103,115.84,,,,,,,,
2020-05-17,US_SD_46127,38.57,,,,,,,,
2020-05-17,US_TN,-2.58,,,,,,,,
2020-05-17,US_TN_47001,32.1,,,,,,,,
2020-05-17,US_TN_47003,6.67,,,,,,,,
2020-05-17,US_TN_47005,46.59,,,,,,,,
2020-05-17,US_TN_47009,22.56,,,,,,,,
2020-05-17,US_TN_47011,4.76,,,,,,,,
2020-05-17,US_TN_47013,139.67,,,,,,,,
2020-05-17,US_TN_47017,-5.61,,,,,,,,
2020-05-17,US_TN_47019,53.95,,,,,,,,
2020-05-17,US_TN_47021,4.06,,,,,,,,
2020-05-17,US_TN_47023,-2.57,,,,,,,,
2020-05-17,US_TN_47025,30.06,,,,,,,,
2020-05-17,US_TN_47029,103.41,,,,,,,,
2020-05-17,US_TN_47031,25.63,,,,,,,,
2020-05-17,US_TN_47033,33.47,,,,,,,,
2020-05-17,US_TN_47035,41.69,,,,,,,,
2020-05-17,US_TN_47037,-32.52,,,,,,,,
2020-05-17,US_TN_47039,8.7,,,,,,,,
2020-05-17,US_TN_47041,89.06,,,,,,,,
2020-05-17,US_TN_47043,9.39,,,,,,,,
2020-05-17,US_TN_47045,4.9,,,,,,,,
2020-05-17,US_TN_47047,-1.76,,,,,,,,
2020-05-17,US_TN_47051,30.14,,,,,,,,
2020-05-17,US_TN_47053,2.77,,,,,,,,
2020-05-17,US_TN_47055,33.15,,,,,,,,
2020-05-17,US_TN_47057,52.8,,,,,,,,
2020-05-17,US_TN_47059,20.52,,,,,,,,
2020-05-17,US_TN_47061,94.49,,,,,,,,
2020-05-17,US_TN_47063,17.5,,,,,,,,
2020-05-17,US_TN_47065,-3.56,,,,,,,,
2020-05-17,US_TN_47069,19.58,,,,,,,,
2020-05-17,US_TN_47071,60.63,,,,,,,,
2020-05-17,US_TN_47073,16.67,,,,,,,,
2020-05-17,US_TN_47075,26.35,,,,,,,,
2020-05-17,US_TN_47077,21.24,,,,,,,,
2020-05-17,US_TN_47079,8.09,,,,,,,,
2020-05-17,US_TN_47081,39.87,,,,,,,,
2020-05-17,US_TN_47085,21.79,,,,,,,,
2020-05-17,US_TN_47089,43.94,,,,,,,,
2020-05-17,US_TN_47093,-4.06,,,,,,,,
2020-05-17,US_TN_47097,20.35,,,,,,,,
2020-05-17,US_TN_47099,8.79,,,,,,,,
2020-05-17,US_TN_47103,12.13,,,,,,,,
2020-05-17,US_TN_47105,33.52,,,,,,,,
2020-05-17,US_TN_47107,11.04,,,,,,,,
2020-05-17,US_TN_47109,12.56,,,,,,,,
2020-05-17,US_TN_47111,3.76,,,,,,,,
2020-05-17,US_TN_47113,-3.4,,,,,,,,
2020-05-17,US_TN_47115,48.56,,,,,,,,
2020-05-17,US_TN_47117,39.18,,,,,,,,
2020-05-17,US_TN_47119,1.73,,,,,,,,
2020-05-17,US_TN_47123,50.86,,,,,,,,
2020-05-17,US_TN_47125,19.72,,,,,,,,
2020-05-17,US_TN_47131,-10.73,,,,,,,,
2020-05-17,US_TN_47133,32.1,,,,,,,,
2020-05-17,US_TN_47141,20.46,,,,,,,,
2020-05-17,US_TN_47143,46.79,,,,,,,,
2020-05-17,US_TN_47145,40.69,,,,,,,,
2020-05-17,US_TN_47147,9,,,,,,,,
2020-05-17,US_TN_47149,1.57,,,,,,,,
2020-05-17,US_TN_47155,169.69,,,,,,,,
2020-05-17,US_TN_47157,-8.94,,,,,,,,
2020-05-17,US_TN_47159,46.5,,,,,,,,
2020-05-17,US_TN_47163,15.56,,,,,,,,
2020-05-17,US_TN_47165,2,,,,,,,,
2020-05-17,US_TN_47167,12.79,,,,,,,,
2020-05-17,US_TN_47177,32.92,,,,,,,,
2020-05-17,US_TN_47179,11.78,,,,,,,,
2020-05-17,US_TN_47183,4.32,,,,,,,,
2020-05-17,US_TN_47185,30.2,,,,,,,,
2020-05-17,US_TN_47187,-18.08,,,,,,,,
2020-05-17,US_TN_47189,-1.05,,,,,,,,
2020-05-17,US_TX,-13.58,,,,,,,,
2020-05-17,US_TX_48001,21.15,,,,,,,,
2020-05-17,US_TX_48003,-46.29,,,,,,,,
2020-05-17,US_TX_48005,-2.17,,,,,,,,
2020-05-17,US_TX_48007,113.31,,,,,,,,
2020-05-17,US_TX_48013,26.03,,,,,,,,
2020-05-17,US_TX_48015,42.27,,,,,,,,
2020-05-17,US_TX_48019,122.1,,,,,,,,
2020-05-17,US_TX_48021,18.02,,,,,,,,
2020-05-17,US_TX_48025,3.74,,,,,,,,
2020-05-17,US_TX_48027,19.21,,,,,,,,
2020-05-17,US_TX_48029,-19.44,,,,,,,,
2020-05-17,US_TX_48031,69.49,,,,,,,,
2020-05-17,US_TX_48035,52.16,,,,,,,,
2020-05-17,US_TX_48037,17.52,,,,,,,,
2020-05-17,US_TX_48039,10.7,,,,,,,,
2020-05-17,US_TX_48041,-38.01,,,,,,,,
2020-05-17,US_TX_48043,-22.61,,,,,,,,
2020-05-17,US_TX_48047,19.85,,,,,,,,
2020-05-17,US_TX_48049,17.79,,,,,,,,
2020-05-17,US_TX_48051,19.67,,,,,,,,
2020-05-17,US_TX_48053,48.73,,,,,,,,
2020-05-17,US_TX_48055,30.28,,,,,,,,
2020-05-17,US_TX_48057,68.82,,,,,,,,
2020-05-17,US_TX_48059,4.98,,,,,,,,
2020-05-17,US_TX_48061,25.62,,,,,,,,
2020-05-17,US_TX_48065,10.63,,,,,,,,
2020-05-17,US_TX_48067,12.58,,,,,,,,
2020-05-17,US_TX_48071,1.85,,,,,,,,
2020-05-17,US_TX_48073,8.73,,,,,,,,
2020-05-17,US_TX_48077,51.89,,,,,,,,
2020-05-17,US_TX_48085,-18.55,,,,,,,,
2020-05-17,US_TX_48089,51.92,,,,,,,,
2020-05-17,US_TX_48091,49.2,,,,,,,,
2020-05-17,US_TX_48093,11.71,,,,,,,,
2020-05-17,US_TX_48097,5.54,,,,,,,,
2020-05-17,US_TX_48099,19.55,,,,,,,,
2020-05-17,US_TX_48105,27.52,,,,,,,,
2020-05-17,US_TX_48109,9.42,,,,,,,,
2020-05-17,US_TX_48111,42.01,,,,,,,,
2020-05-17,US_TX_48113,-23.25,,,,,,,,
2020-05-17,US_TX_48115,6.6,,,,,,,,
2020-05-17,US_TX_48117,11.07,,,,,,,,
2020-05-17,US_TX_48121,-5.51,,,,,,,,
2020-05-17,US_TX_48123,-26.02,,,,,,,,
2020-05-17,US_TX_48127,-55.24,,,,,,,,
2020-05-17,US_TX_48133,19.21,,,,,,,,
2020-05-17,US_TX_48135,-19.58,,,,,,,,
2020-05-17,US_TX_48139,12.51,,,,,,,,
2020-05-17,US_TX_48141,-10.58,,,,,,,,
2020-05-17,US_TX_48143,10.74,,,,,,,,
2020-05-17,US_TX_48145,18.9,,,,,,,,
2020-05-17,US_TX_48147,22.37,,,,,,,,
2020-05-17,US_TX_48149,41.92,,,,,,,,
2020-05-17,US_TX_48157,-12.44,,,,,,,,
2020-05-17,US_TX_48159,42.46,,,,,,,,
2020-05-17,US_TX_48161,32.3,,,,,,,,
2020-05-17,US_TX_48163,-25.65,,,,,,,,
2020-05-17,US_TX_48165,-16.5,,,,,,,,
2020-05-17,US_TX_48167,64.86,,,,,,,,
2020-05-17,US_TX_48169,30.56,,,,,,,,
2020-05-17,US_TX_48171,55.39,,,,,,,,
2020-05-17,US_TX_48173,-44.85,,,,,,,,
2020-05-17,US_TX_48177,52,,,,,,,,
2020-05-17,US_TX_48179,15.17,,,,,,,,
2020-05-17,US_TX_48181,19.29,,,,,,,,
2020-05-17,US_TX_48183,-8.47,,,,,,,,
2020-05-17,US_TX_48185,18.42,,,,,,,,
2020-05-17,US_TX_48187,2.79,,,,,,,,
2020-05-17,US_TX_48189,-6.13,,,,,,,,
2020-05-17,US_TX_48193,35.65,,,,,,,,
2020-05-17,US_TX_48199,10.12,,,,,,,,
2020-05-17,US_TX_48201,-26.66,,,,,,,,
2020-05-17,US_TX_48203,5.94,,,,,,,,
2020-05-17,US_TX_48205,19.02,,,,,,,,
2020-05-17,US_TX_48209,3.62,,,,,,,,
2020-05-17,US_TX_48213,25.88,,,,,,,,
2020-05-17,US_TX_48215,-15.22,,,,,,,,
2020-05-17,US_TX_48217,31.48,,,,,,,,
2020-05-17,US_TX_48219,-36.77,,,,,,,,
2020-05-17,US_TX_48221,17.98,,,,,,,,
2020-05-17,US_TX_48223,19.51,,,,,,,,
2020-05-17,US_TX_48225,23.22,,,,,,,,
2020-05-17,US_TX_48227,-30.64,,,,,,,,
2020-05-17,US_TX_48229,25.05,,,,,,,,
2020-05-17,US_TX_48231,7.91,,,,,,,,
2020-05-17,US_TX_48233,20.85,,,,,,,,
2020-05-17,US_TX_48237,40.02,,,,,,,,
2020-05-17,US_TX_48239,21.73,,,,,,,,
2020-05-17,US_TX_48241,42.69,,,,,,,,
2020-05-17,US_TX_48245,-14.23,,,,,,,,
2020-05-17,US_TX_48249,-0.28,,,,,,,,
2020-05-17,US_TX_48251,7.62,,,,,,,,
2020-05-17,US_TX_48253,14.69,,,,,,,,
2020-05-17,US_TX_48255,-54.09,,,,,,,,
2020-05-17,US_TX_48257,4.19,,,,,,,,
2020-05-17,US_TX_48259,5.86,,,,,,,,
2020-05-17,US_TX_48265,12.06,,,,,,,,
2020-05-17,US_TX_48267,65.42,,,,,,,,
2020-05-17,US_TX_48273,26.93,,,,,,,,
2020-05-17,US_TX_48277,26.71,,,,,,,,
2020-05-17,US_TX_48281,44.6,,,,,,,,
2020-05-17,US_TX_48283,-56.41,,,,,,,,
2020-05-17,US_TX_48285,7.33,,,,,,,,
2020-05-17,US_TX_48287,10.15,,,,,,,,
2020-05-17,US_TX_48289,36.88,,,,,,,,
2020-05-17,US_TX_48291,4.67,,,,,,,,
2020-05-17,US_TX_48293,10.7,,,,,,,,
2020-05-17,US_TX_48297,86.68,,,,,,,,
2020-05-17,US_TX_48299,127.32,,,,,,,,
2020-05-17,US_TX_48301,-67.11,,,,,,,,
2020-05-17,US_TX_48303,-13.37,,,,,,,,
